PaymentID,CustomerID,PaymentDate,AmountPaid
PAY002511,C021,13-03-2024,6100
PAY002512,C028,13-03-2024,11300
PAY002513,C033,13-03-2024,3000
PAY002514,C042,13-03-2024,6700
PAY002515,C003,14-03-2024,9600
PAY002516,C005,14-03-2024,6900
PAY002517,C007,14-03-2024,5500
PAY002518,C009,14-03-2024,6200
PAY002519,C010,14-03-2024,1300
PAY002520,C011,14-03-2024,7100
PAY001152,C010,10-10-2023,3300
PAY002521,C013,14-03-2024,13600
PAY002522,C014,14-03-2024,2700
PAY002523,C015,14-03-2024,7000
PAY002524,C020,14-03-2024,9400
PAY002525,C021,14-03-2024,5200
PAY002526,C023,14-03-2024,400
PAY002527,C027,14-03-2024,10600
PAY002528,C030,14-03-2024,5400
PAY002529,C039,14-03-2024,9700
PAY002530,C057,14-03-2024,6900
PAY002531,C002,15-03-2024,11400
PAY002532,C008,15-03-2024,5400
PAY002533,C015,15-03-2024,7300
PAY002534,C017,15-03-2024,12500
PAY002535,C026,15-03-2024,9900
PAY002536,C027,15-03-2024,500
PAY002537,C029,15-03-2024,1400
PAY002538,C030,15-03-2024,1200
PAY002539,C032,15-03-2024,3600
PAY002540,C033,15-03-2024,10500
PAY002541,C034,15-03-2024,7300
PAY002542,C058,15-03-2024,500
PAY002543,C003,16-03-2024,8600
PAY002544,C004,16-03-2024,3200
PAY002545,C005,16-03-2024,6300
PAY002546,C006,16-03-2024,11600
PAY002547,C007,16-03-2024,3700
PAY002548,C009,16-03-2024,10200
PAY002549,C012,16-03-2024,1800
PAY002550,C015,16-03-2024,8300
PAY002551,C023,16-03-2024,3200
PAY002552,C026,16-03-2024,1700
PAY002553,C031,16-03-2024,9800
PAY002554,C042,16-03-2024,400
PAY002555,C053,16-03-2024,11200
PAY002556,C002,17-03-2024,6100
PAY002557,C012,17-03-2024,8800
PAY002558,C014,17-03-2024,3800
pay007392,C009,06-07-2025,9100
PAY002559,C019,17-03-2024,9100
PAY002560,C037,17-03-2024,6700
PAY002561,C050,17-03-2024,8800
PAY002562,C051,17-03-2024,1200
PAY002563,C054,17-03-2024,4600
PAY002564,C057,17-03-2024,4100
PAY002565,C005,18-03-2024,10700
PAY002566,C006,18-03-2024,900
PAY002567,C007,18-03-2024,600
PAY002568,C012,18-03-2024,13800
PAY002569,C018,18-03-2024,2000
PAY002570,C024,18-03-2024,1800
PAY002571,C034,18-03-2024,4100
PAY002572,C050,18-03-2024,11200
PAY002573,C058,18-03-2024,2600
PAY002574,C001,19-03-2024,7200
PAY002575,C002,19-03-2024,3600
PAY002576,C004,19-03-2024,5800
PAY002577,C007,19-03-2024,1800
PAY002578,C013,19-03-2024,5200
PAY002579,C016,19-03-2024,4200
PAY002580,C022,19-03-2024,11300
PAY002581,C025,19-03-2024,4500
PAY002582,C031,19-03-2024,6800
PAY002583,C035,19-03-2024,400
PAY002584,C053,19-03-2024,10600
PAY002585,C006,20-03-2024,4700
PAY002586,C008,20-03-2024,13600
PAY002587,C011,20-03-2024,3000
PAY002588,C045,20-03-2024,600
PAY005188,C023  ,06-12-2024,2700
PAY002589,C001,21-03-2024,3800
PAY002590,C003,21-03-2024,4600
PAY002591,C006,21-03-2024,10500
PAY002592,C008,21-03-2024,11700
PAY002593,C009,21-03-2024,11600
PAY002594,C010,21-03-2024,13100
PAY006267,Cust-040,18-03-2025,5300
PAY002595,C015,21-03-2024,3400
PAY002596,C016,21-03-2024,8000
PAY002597,C022,21-03-2024,7700
PAY002598,C024,21-03-2024,800
PAY002599,C028,21-03-2024,1800
PAY002600,C044,21-03-2024,3500
PAY002601,C011,22-03-2024,11300
PAY002602,C014,22-03-2024,8900
PAY002603,C017,22-03-2024,5900
PAY002604,C020,22-03-2024,12800
PAY002605,C028,22-03-2024,7900
PAY002606,C002,23-03-2024,2200
PAY002607,C005,23-03-2024,2000
PAY006037,C027,24-02-2025,-4300
PAY002608,C007,23-03-2024,3600
PAY002609,C010,23-03-2024,6100
PAY002610,C020,23-03-2024,7900
PAY002611,C027,23-03-2024,8700
PAY002612,C040,23-03-2024,5500
PAY002613,C060,23-03-2024,11800
PAY002614,C002,24-03-2024,13400
PAY002615,C004,24-03-2024,2800
PAY002616,C008,24-03-2024,13400
PAY002617,C009,24-03-2024,500
PAY002618,C012,24-03-2024,7300
PAY002619,C021,24-03-2024,2300
PAY002620,C029,24-03-2024,9300
PAY002621,C033,24-03-2024,3500
PAY002622,C034,24-03-2024,14000
PAY002623,C036,24-03-2024,9900
PAY002624,C048,24-03-2024,9700
PAY002625,C049,24-03-2024,12900
PAY002626,C002,25-03-2024,2500
PAY002627,C014,25-03-2024,13700
PAY002628,C019,25-03-2024,500
PAY002629,C026,25-03-2024,900
PAY002630,C031,25-03-2024,11100
PAY002631,C032,25-03-2024,13300
PAY008060,C008,12-09-2025,6000
PAY002632,C036,25-03-2024,8400
PAY005270,,15-12-2024,11600
PAY002633,C001,26-03-2024,2400
PAY002634,C003,26-03-2024,4400
PAY002635,C004,26-03-2024,7100
PAY002636,C005,26-03-2024,1800
PAY002637,C007,26-03-2024,12600
PAY002638,C010,26-03-2024,9500
PAY002639,C011,26-03-2024,12000
PAY002640,C012,26-03-2024,6700
PAY002641,C013,26-03-2024,7700
PAY002642,C014,26-03-2024,5300
PAY002643,C018,26-03-2024,8100
PAY002644,C023,26-03-2024,8000
PAY002645,C027,26-03-2024,13700
PAY002566,C006,,12200
PAY002646,C030,26-03-2024,7200
PAY002647,C033,26-03-2024,6700
PAY002648,C034,26-03-2024,3100
PAY002649,C039,26-03-2024,8600
PAY002650,C048,26-03-2024,13000
PAY002651,C049,26-03-2024,8400
PAY002652,C060,26-03-2024,3000
PAY002653,C005,27-03-2024,1000
PAY002654,C006,27-03-2024,9800
PAY002655,C008,27-03-2024,9500
PAY002656,C009,27-03-2024,9700
PAY002657,C015,27-03-2024,14000
PAY002658,C021,27-03-2024,4700
PAY002659,C031,27-03-2024,10600
PAY002660,C038,27-03-2024,5300
PAY001265,C003,26-10-2023,
PAY002661,C001,28-03-2024,5800
PAY002662,C003,28-03-2024,5800
PAY002088,C003,26-01-2024,1000
PAY002663,C007,28-03-2024,400
PAY002664,C008,28-03-2024,11800
PAY002665,C009,28-03-2024,13800
PAY002666,C012,28-03-2024,8900
PAY002667,C014,28-03-2024,12700
PAY002668,C024,28-03-2024,2300
PAY002669,C035,28-03-2024,3100
PAY002670,C042,28-03-2024,400
PAY002671,C059,28-03-2024,5000
PAY002672,C002,29-03-2024,1500
PAY002673,C005,29-03-2024,9400
PAY002674,C011,29-03-2024,5700
PAY002675,C013,29-03-2024,13000
PAY002676,C014,29-03-2024,1800
PAY002677,C022,29-03-2024,6600
PAY002678,C024,29-03-2024,8100
PAY002679,C025,29-03-2024,12500
PAY002680,C051,29-03-2024,1100
PAY002681,C056,29-03-2024,12900
PAY002682,C003,30-03-2024,1200
PAY002683,C009,30-03-2024,9100
PAY002684,C012,30-03-2024,2700
PAY002685,C016,30-03-2024,7500
PAY002686,C017,30-03-2024,10700
PAY002687,C020,30-03-2024,4300
PAY002688,C054,30-03-2024,10600
PAY002689,C059,30-03-2024,6600
PAY002690,C008,31-03-2024,11300
PAY002691,C011,31-03-2024,9400
PAY000445,C012,29-06-2023,3400
PAY002692,C013,31-03-2024,1900
PAY002693,C035,31-03-2024,7400
PAY005761,C013,30-01-2025,6400
PAY002694,C051,31-03-2024,4500
PAY002695,C053,31-03-2024,2500
PAY002696,C001,01-04-2024,4500
Pay002949,C015,28-04-2024,11900
PAY002697,C002,01-04-2024,9500
PAY002698,C004,01-04-2024,6800
PAY002699,C006,01-04-2024,1200
PAY002700,C009,01-04-2024,8000
PAY002701,C015,01-04-2024,7800
PAY002702,C016,01-04-2024,13900
PAY002703,C017,01-04-2024,8200
PAY002704,C029,01-04-2024,6000
PAY002705,C050,01-04-2024,7900
PAY002706,C021,02-04-2024,9000
PAY002707,C028,02-04-2024,1200
PAY007798,C0 16,17-08-2025,9100
PAY002708,C034,02-04-2024,13500
PAY002709,C037,02-04-2024,2300
PAY002710,C044,02-04-2024,10300
PAY002711,C050,02-04-2024,13300
PAY002712,C003,03-04-2024,4300
PAY002713,C006,03-04-2024,11100
PAY002714,C008,03-04-2024,13500
PAY002715,C010,03-04-2024,6700
PAY002716,C014,03-04-2024,10400
PAY002717,C032,03-04-2024,2400
PAY002718,C033,03-04-2024,7000
PAY002719,C045,03-04-2024,8500
PAY002720,C057,03-04-2024,13200
PAY002721,C058,03-04-2024,8200
PAY002722,C001,04-04-2024,10900
PAY002723,C005,04-04-2024,11000
PAY002724,C007,04-04-2024,8200
PAY002725,C010,04-04-2024,4000
PAY002726,C015,04-04-2024,8500
PAY002727,C023,04-04-2024,1000
PAY002728,C027,04-04-2024,8700
PAY002729,C005,05-04-2024,5400
PAY002730,C008,05-04-2024,700
PAY002731,C019,05-04-2024,800
PAY002732,C023,05-04-2024,3700
PAY002733,C026,05-04-2024,10700
PAY002734,C030,05-04-2024,9500
PAY002735,C031,05-04-2024,5600
PAY002736,C037,05-04-2024,8900
PAY002737,C045,05-04-2024,10400
PAY002738,C002,06-04-2024,10700
PAY002739,C003,06-04-2024,8300
PAY002740,C004,06-04-2024,8100
PAY002741,C009,06-04-2024,10800
PAY002742,C010,06-04-2024,8600
PAY002743,C012,06-04-2024,3000
PAY002744,C014,06-04-2024,10900
PAY002745,C015,06-04-2024,7300
PAY002746,C015,06-04-2024,14000
PAY002747,C018,06-04-2024,8600
PAY002748,C022,06-04-2024,700
PAY002749,C058,06-04-2024,3700
PAY002750,C001,07-04-2024,7900
PAY002751,C004,07-04-2024,3400
PAY002752,C011,07-04-2024,7600
PAY002753,C022,07-04-2024,11400
PAY002754,C035,07-04-2024,8300
PAY002755,C040,07-04-2024,1400
PAY002756,C049,07-04-2024,11800
PAY002757,C004,08-04-2024,3700
PAY003280, C016,02-06-2024,12400
PAY002758,C008,08-04-2024,8600
PAY002759,C009,08-04-2024,6800
PAY002760,C010,08-04-2024,1000
PAY002761,C013,08-04-2024,4000
PAY002762,C015,08-04-2024,1400
PAY002763,C016,08-04-2024,11100
PAY002764,C017,08-04-2024,11800
PAY002765,C024,08-04-2024,7500
PAY002766,C026,08-04-2024,7600
PAY002767,C049,08-04-2024,9700
PAY002768,C001,09-04-2024,2600
PAY002769,C006,09-04-2024,9400
PAY002770,C010,09-04-2024,3100
PAY002771,C017,09-04-2024,5000
PAY002772,C024,09-04-2024,9100
PAY001761,C007,22-12-2023,-5600
PAY002773,C025,09-04-2024,11600
PAY002774,C003,10-04-2024,800
PAY002775,C008,10-04-2024,2500
PAY002776,C011,10-04-2024,5800
PAY002777,C020,10-04-2024,11500
PAY002778,C035,10-04-2024,11600
PAY002779,C036,10-04-2024,1300
PAY002780,C005,11-04-2024,12000
PAY002781,C006,11-04-2024,3700
PAY002782,C007,11-04-2024,12900
PAY002783,C014,11-04-2024,11800
PAY002784,C015,11-04-2024,3000
PAY002785,C028,11-04-2024,7500
PAY002786,C001,12-04-2024,9400
PAY002787,C002,12-04-2024,7500
PAY002788,C003,12-04-2024,6500
PAY002789,C011,12-04-2024,7400
PAY002790,C014,12-04-2024,13000
PAY002791,C029,12-04-2024,6200
PAY002792,C038,12-04-2024,9100
PAY002793,C039,12-04-2024,5800
PAY002794,C048,12-04-2024,8800
PAY002795,C059,12-04-2024,1600
PAY002796,C060,12-04-2024,4900
PAY002797,C004,13-04-2024,5500
PAY002798,C007,13-04-2024,10900
PAY002799,C009,13-04-2024,2700
PAY002800,C010,13-04-2024,7400
PAY002801,C011,13-04-2024,13600
PAY002802,C021,13-04-2024,9500
PAY002803,C030,13-04-2024,9300
PAY002804,C031,13-04-2024,4100
PAY002805,C036,13-04-2024,9600
PAY002806,C001,14-04-2024,2400
PAY002807,C005,14-04-2024,4400
PAY002808,C006,14-04-2024,6700
PAY002809,C006,14-04-2024,9700
PAY002810,C012,14-04-2024,2600
PAY002811,C013,14-04-2024,10600
PAY002812,C014,14-04-2024,8200
PAY002813,C015,14-04-2024,9500
PAY002814,C023,14-04-2024,1000
PAY002815,C032,14-04-2024,5200
PAY002816,C034,14-04-2024,5100
PAY002817,C039,14-04-2024,500
PAY002818,C056,14-04-2024,9400
PAY002819,C001,15-04-2024,6800
PAY002820,C002,15-04-2024,6300
PAY002821,C003,15-04-2024,900
PAY002822,C008,15-04-2024,12300
PAY002823,C011,15-04-2024,700
PAY002824,C012,15-04-2024,12000
PAY002825,C013,15-04-2024,13800
PAY002826,C023,15-04-2024,13200
PAY002827,C033,15-04-2024,2100
PAY002828,C034,15-04-2024,6800
PAY002829,C038,15-04-2024,13100
PAY002830,C042,15-04-2024,7100
PAY002831,C044,15-04-2024,10900
PAY002832,C048,15-04-2024,6300
PAY002833,C003,16-04-2024,7300
PAY002834,C004,16-04-2024,1000
PAY002835,C007,16-04-2024,3100
PAY002836,C009,16-04-2024,9700
PAY002837,C017,16-04-2024,8100
PAY002838,C018,16-04-2024,4100
PAY002839,C019,16-04-2024,14000
PAY002840,C021,16-04-2024,11100
PAY002841,C024,16-04-2024,9200
PAY002842,C027,16-04-2024,8000
PAY002843,C042,16-04-2024,11900
PAY002844,C051,16-04-2024,13700
PAY002845,C006,17-04-2024,10000
PAY002846,C008,17-04-2024,12100
PAY002847,C009,17-04-2024,2500
PAY002848,C016,17-04-2024,13000
PAY002849,C019,17-04-2024,2400
PAY002850,C025,17-04-2024,10900
PAY002851,C026,17-04-2024,9200
PAY002852,C027,17-04-2024,13800
PAY002853,C033,17-04-2024,1700
PAY005700,C018,24-01-2025,6900
PAY002854,C035,17-04-2024,10000
PAY002855,C056,17-04-2024,500
PAY002856,C068,17-04-2024,4100
PAY002857,C005,18-04-2024,3300
PAY002858,C008,18-04-2024,3000
PAY002859,C010,18-04-2024,8100
PAY002860,C011,18-04-2024,2300
PAY002861,C022,18-04-2024,3300
PAY002862,C037,18-04-2024,6100
PAY002863,C044,18-04-2024,6200
PAY002864,C006,19-04-2024,7700
PAY002865,C007,19-04-2024,8500
PAY002866,C009,19-04-2024,5500
PAY002867,C014,19-04-2024,4600
PAY002868,C025,19-04-2024,6700
PAY002869,C037,19-04-2024,5300
PAY002870,C054,19-04-2024,400
PAY002871,C001,20-04-2024,7700
PAY002872,C002,20-04-2024,8000
PAY002873,C004,20-04-2024,8000
PAY002874,C010,20-04-2024,12700
PAY002875,C011,20-04-2024,9400
PAY002876,C015,20-04-2024,4800
PAY002877,C020,20-04-2024,3600
PAY002878,C049,20-04-2024,13900
PAY002879,C050,20-04-2024,6300
PAY002880,C053,20-04-2024,6200
PAY002881,C002,21-04-2024,8400
PAY002882,C005,21-04-2024,5500
PAY002883,C008,21-04-2024,7600
PAY002884,C012,21-04-2024,9700
PAY002885,C014,21-04-2024,3100
PAY002886,C020,21-04-2024,9900
PAY002887,C054,21-04-2024,800
PAY002888,C002,22-04-2024,4400
PAY002889,C004,22-04-2024,7000
PAY002890,C006,22-04-2024,4400
PAY002891,C007,22-04-2024,10800
PAY002892,C013,22-04-2024,10800
PAY002893,C028,22-04-2024,5700
PAY002894,C029,22-04-2024,12400
PAY002895,C031,22-04-2024,7800
PAY002896,C040,22-04-2024,1000
PAY002897,C049,22-04-2024,12400
PAY002898,C050,22-04-2024,3800
PAY002899,C057,22-04-2024,6800
PAY002900,C058,22-04-2024,7600
PAY002901,C003,23-04-2024,8200
PAY002902,C005,23-04-2024,4100
PAY002903,C013,23-04-2024,6000
PAY002904,C021,23-04-2024,6700
PAY002905,C023,23-04-2024,13700
PAY002906,C032,23-04-2024,13700
PAY002907,C045,23-04-2024,12300
PAY002908,C006,24-04-2024,13900
PAY002909,C008,24-04-2024,13100
PAY002910,C009,24-04-2024,2300
PAY002911,C012,24-04-2024,5200
PAY004383,,18-09-2024,12200
PAY002912,C018,24-04-2024,3800
PAY002913,C030,24-04-2024,1400
PAY002914,C065,24-04-2024,9700
PAY002915,C007,25-04-2024,3300
PAY002916,C016,25-04-2024,500
PAY002917,C019,25-04-2024,7400
PAY002918,C059,25-04-2024,10800
PAY002919,C001,26-04-2024,9600
PAY002920,C002,26-04-2024,7800
PAY002921,C008,26-04-2024,2200
PAY002922,C010,26-04-2024,10600
PAY002923,C011,26-04-2024,7100
PAY002924,C015,26-04-2024,11700
PAY002925,C017,26-04-2024,12900
PAY002926,C018,26-04-2024,7400
PAY002927,C024,26-04-2024,2000
PAY002928,C033,26-04-2024,2700
PAY002929,C034,26-04-2024,12900
PAY002388,C019,,6800
PAY002930,C001,27-04-2024,2100
PAY002931,C002,27-04-2024,10500
PAY002932,C004,27-04-2024,5700
PAY002933,C006,27-04-2024,3000
PAY002934,C006,27-04-2024,4600
PAY002935,C007,27-04-2024,800
PAY002936,C009,27-04-2024,4400
PAY002937,C012,27-04-2024,3000
PAY002938,C014,27-04-2024,5500
PAY002939,C025,27-04-2024,7100
PAY002940,C027,27-04-2024,9100
PAY002941,C033,27-04-2024,13400
PAY002942,C034,27-04-2024,4100
PAY002943,C038,27-04-2024,8900
PAY002944,C001,28-04-2024,4900
PAY002945,C007,28-04-2024,6800
PAY002946,C008,28-04-2024,10300
PAY002947,C011,28-04-2024,7400
PAY002948,C012,28-04-2024,1200
PAY002949,C015,28-04-2024,12800
PAY002950,C016,28-04-2024,12000
PAY002951,C019,28-04-2024,900
PAY002952,C035,28-04-2024,3100
PAY002953,C038,28-04-2024,8300
PAY002462,C035,07-03-2024,
PAY002954,C042,28-04-2024,4900
PAY002955,C005,29-04-2024,2700
PAY002956,C015,29-04-2024,13400
PAY002957,C022,29-04-2024,13900
PAY002958,C026,29-04-2024,7200
PAY002959,C044,29-04-2024,5400
PAY002960,C060,29-04-2024,10700
PAY002961,C003,30-04-2024,7700
PAY002962,C007,30-04-2024,10800
PAY002963,C009,30-04-2024,10300
PAY002964,C012,30-04-2024,11000
PAY002965,C013,30-04-2024,12200
PAY002966,C014,30-04-2024,2900
PAY002967,C026,30-04-2024,13100
PAY002968,C027,30-04-2024,9400
PAY002969,C036,30-04-2024,1200
PAY002970,C042,30-04-2024,13400
PAY002971,C056,30-04-2024,9400
PAY002972,C060,30-04-2024,8000
PAY002973,C005,01-05-2024,9200
PAY002974,C008,01-05-2024,6800
PAY002975,C020,01-05-2024,2600
PAY002976,C022,01-05-2024,13100
PAY002977,C031,01-05-2024,3100
PAY002978,C037,01-05-2024,11500
PAY002979,C039,01-05-2024,9700
PAY002980,C001,02-05-2024,7200
PAY002891,C007,22-04-2024,2400
PAY002981,C002,02-05-2024,11800
PAY002982,C005,02-05-2024,1700
PAY002983,C007,02-05-2024,2000
PAY002984,C008,02-05-2024,7700
PAY002985,C009,02-05-2024,3400
PAY002986,C029,02-05-2024,3100
PAY002987,C030,02-05-2024,10500
PAY002988,C037,02-05-2024,3800
PAY002989,C048,02-05-2024,8100
PAY002990,C053,02-05-2024,6200
PAY002991,C004,03-05-2024,5800
PAY002992,C010,03-05-2024,8500
PAY002993,C011,03-05-2024,13400
PAY002994,C013,03-05-2024,8500
PAY002995,C014,03-05-2024,11500
PAY002996,C016,03-05-2024,13200
PAY002997,C019,03-05-2024,10700
PAY002998,C021,03-05-2024,2400
PAY002999,C051,03-05-2024,1900
PAY003000,C001,04-05-2024,6600
PAY003001,C008,04-05-2024,8800
PAY003002,C012,04-05-2024,7300
PAY003003,C015,04-05-2024,3200
PAY003004,C020,04-05-2024,9600
PAY003005,C023,04-05-2024,7200
PAY003006,C028,04-05-2024,13500
PAY003007,C032,04-05-2024,13200
PAY003008,C033,04-05-2024,13400
PAY003009,C001,05-05-2024,3100
PAY003010,C005,05-05-2024,1500
PAY003011,C006,05-05-2024,2900
PAY003012,C011,05-05-2024,12000
PAY003013,C013,05-05-2024,12800
PAY003014,C015,05-05-2024,10000
PAY003015,C025,05-05-2024,11900
PAY003016,C030,05-05-2024,6100
PAY003017,C034,05-05-2024,7200
PAY001809,C016,27-12-2023,4100
PAY003018,C051,05-05-2024,6300
PAY003019,C054,05-05-2024,3300
PAY003020,C003,06-05-2024,3400
PAY007832,C049,"August 20, 2025",2300
PAY003021,C014,06-05-2024,13400
PAY003022,C017,06-05-2024,12700
PAY003023,C018,06-05-2024,10300
PAY003024,C019,06-05-2024,2700
PAY003025,C034,06-05-2024,11800
PAY003026,C045,06-05-2024,7100
PAY003027,C057,06-05-2024,500
PAY003028,C002,07-05-2024,2700
PAY003029,C007,07-05-2024,5300
PAY003030,C008,07-05-2024,11700
PAY003031,C008,07-05-2024,10700
Pay002360,C030,25-02-2024,7400
PAY003032,C009,07-05-2024,9900
PAY003033,C014,07-05-2024,6100
PAY003034,C015,07-05-2024,14000
PAY003035,C026,07-05-2024,5400
PAY003036,C035,07-05-2024,3800
PAY003037,C004,08-05-2024,7500
PAY003038,C008,08-05-2024,8700
PAY003400,  C011,14-06-2024,11000
PAY003039,C010,08-05-2024,11100
PAY003040,C011,08-05-2024,5300
PAY003041,C013,08-05-2024,9600
PAY003042,C024,08-05-2024,8200
PAY003043,C026,08-05-2024,2400
PAY003044,C035,08-05-2024,5300
PAY003045,C001,09-05-2024,2100
PAY003046,C003,09-05-2024,900
PAY003047,C008,09-05-2024,12500
PAY003048,C017,09-05-2024,500
PAY003049,C018,09-05-2024,1300
PAY003050,C020,09-05-2024,8200
PAY003051,C022,09-05-2024,7100
PAY003052,C027,09-05-2024,8700
PAY003053,C049,09-05-2024,2700
PAY003054,C002,10-05-2024,6400
PAY003055,C004,10-05-2024,13100
PAY003056,C006,10-05-2024,5700
PAY003057,C007,10-05-2024,4400
PAY003058,C014,10-05-2024,8200
PAY003059,C020,10-05-2024,10500
PAY003060,C050,10-05-2024,2000
PAY003061,C001,11-05-2024,2600
PAY003062,C002,11-05-2024,2900
PAY003063,C003,11-05-2024,6600
PAY003064,C004,11-05-2024,1500
PAY003065,C005,11-05-2024,10400
PAY003066,C010,11-05-2024,13500
PAY003067,C011,11-05-2024,4700
PAY003068,C021,11-05-2024,6600
PAY003069,C055,11-05-2024,2200
PAY003070,C060,11-05-2024,13400
PAY004581,CU028,07-10-2024,8600
PAY003071,C001,12-05-2024,1900
PAY003072,C003,12-05-2024,8900
PAY003073,C005,12-05-2024,8200
PAY003074,C006,12-05-2024,11800
PAY003075,C009,12-05-2024,4000
PAY003076,C012,12-05-2024,9800
PAY003077,C013,12-05-2024,7200
PAY003078,C015,12-05-2024,3900
PAY003079,C021,12-05-2024,10200
PAY003080,C029,12-05-2024,5100
PAY003081,C030,12-05-2024,9100
PAY003082,C031,12-05-2024,6700
PAY003083,C040,12-05-2024,1700
PAY003084,C050,12-05-2024,1500
PAY003085,C055,12-05-2024,9000
PAY003086,C058,12-05-2024,10700
PAY003087,C004,13-05-2024,8800
PAY003088,C008,13-05-2024,4500
PAY003089,C009,13-05-2024,9400
PAY003090,C014,13-05-2024,1000
PAY003091,C015,13-05-2024,10900
PAY004458,C047,26-09-2024,-2100
PAY003092,C016,13-05-2024,6400
PAY003093,C029,13-05-2024,3300
PAY003094,C032,13-05-2024,7800
PAY003095,C033,13-05-2024,4600
PAY003096,C036,13-05-2024,1000
PAY003097,C037,13-05-2024,3400
PAY003098,C002,14-05-2024,12500
PAY003099,C005,14-05-2024,12200
PAY003100,C008,14-05-2024,2100
PAY003101,C011,14-05-2024,600
PAY003102,C013,14-05-2024,7300
PAY003103,C023,14-05-2024,8300
PAY003104,C030,14-05-2024,11100
PAY003105,C034,14-05-2024,7000
PAY003106,C040,14-05-2024,1100
PAY003107,C044,14-05-2024,7700
PAY003108,C006,15-05-2024,10600
PAY003109,C007,15-05-2024,13800
PAY003110,C009,15-05-2024,12900
PAY003111,C010,15-05-2024,2500
PAY003112,C012,15-05-2024,12100
PAY003113,C014,15-05-2024,10300
PAY003114,C017,15-05-2024,5300
PAY003115,C018,15-05-2024,13900
PAY003116,C019,15-05-2024,12800
PAY003117,C028,15-05-2024,7300
PAY003118,C033,15-05-2024,7400
PAY003119,C038,15-05-2024,11200
PAY003120,C048,15-05-2024,5300
PAY006810,C001,11-05-2025,2200
PAY003121,C059,15-05-2024,11400
PAY003122,C005,16-05-2024,2700
PAY003123,C007,16-05-2024,10900
PAY003023,,06-05-2024,3100
PAY003124,C011,16-05-2024,14000
PAY003125,C015,16-05-2024,2700
PAY003126,C019,16-05-2024,800
PAY003127,C037,16-05-2024,4700
PAY003128,C048,16-05-2024,7400
PAY003129,C001,17-05-2024,3500
PAY003130,C006,17-05-2024,5700
PAY005529,C009,,3300
PAY003131,C008,17-05-2024,7500
PAY003132,C012,17-05-2024,13100
PAY003133,C022,17-05-2024,1600
PAY005441,C011,31-12-2024,
PAY003134,C025,17-05-2024,5500
PAY003135,C035,17-05-2024,8600
PAY003136,C042,17-05-2024,13900
PAY003137,C056,17-05-2024,10900
PAY003138,C005,18-05-2024,10400
PAY003139,C006,18-05-2024,3400
PAY003140,C007,18-05-2024,3000
PAY003141,C011,18-05-2024,11000
PAY003142,C013,18-05-2024,12600
PAY003143,C017,18-05-2024,4900
PAY003144,C018,18-05-2024,13800
PAY003145,C020,18-05-2024,12600
PAY003146,C026,18-05-2024,10500
PAY004847,C051,02-11-2024,600
PAY003147,C028,18-05-2024,9900
PAY003148,C003,19-05-2024,1300
PAY003149,C006,19-05-2024,2000
PAY003150,C011,19-05-2024,3100
PAY003151,C013,19-05-2024,11000
PAY003152,C015,19-05-2024,9400
PAY003153,C039,19-05-2024,11700
PAY003154,C056,19-05-2024,7400
PAY003155,C001,20-05-2024,2800
PAY003156,C005,20-05-2024,7700
PAY003157,C007,20-05-2024,12500
PAY003158,C009,20-05-2024,8000
PAY003159,C010,20-05-2024,6800
PAY003160,C012,20-05-2024,11400
PAY003161,C020,20-05-2024,9900
PAY003162,C024,20-05-2024,9800
PAY003163,C025,20-05-2024,1000
PAY003164,C031,20-05-2024,8100
PAY003165,C035,20-05-2024,2500
PAY003166,C002,21-05-2024,7200
PAY003167,C004,21-05-2024,11200
PAY003168,C007,21-05-2024,4000
PAY003169,C008,21-05-2024,3900
PAY003170,C014,21-05-2024,3600
PAY003171,C027,21-05-2024,500
PAY003172,C029,21-05-2024,2000
PAY003173,C033,21-05-2024,9600
PAY003174,C045,21-05-2024,5500
PAY003175,C049,21-05-2024,7900
PAY003176,C053,21-05-2024,600
PAY003177,C004,22-05-2024,8000
PAY003178,C005,22-05-2024,5300
PAY003179,C010,22-05-2024,12000
PAY003180,C012,22-05-2024,5400
PAY003181,C014,22-05-2024,6700
PAY003182,C015,22-05-2024,6100
PAY003183,C021,22-05-2024,1400
PAY003184,C024,22-05-2024,6400
PAY003185,C033,22-05-2024,7600
PAY003186,C039,22-05-2024,10000
PAY003187,C045,22-05-2024,7900
PAY007746,C003,12-08-2025,-3500
PAY003188,C054,22-05-2024,11500
PAY003189,C007,23-05-2024,6000
PAY003190,C009,23-05-2024,13900
PAY003191,C030,23-05-2024,4600
PAY003192,C032,23-05-2024,5800
PAY003193,C043,23-05-2024,11900
PAY003194,C051,23-05-2024,11600
PAY003195,C001,24-05-2024,10500
PAY003196,C002,24-05-2024,11900
PAY003197,C004,24-05-2024,3000
PAY003198,C006,24-05-2024,10800
PAY003199,C011,24-05-2024,7600
PAY003200,C013,24-05-2024,5200
PAY003201,C014,24-05-2024,3600
PAY003202,C016,24-05-2024,11900
PAY003203,C019,24-05-2024,13500
PAY003204,C023,24-05-2024,1800
PAY005752,C010,29-Jan-25,3200
PAY003205,C034,24-05-2024,4900
PAY003206,C043,24-05-2024,2200
PAY003207,C057,24-05-2024,3300
PAY003208,C002,25-05-2024,1100
PAY003209,C003,25-05-2024,4400
PAY003210,C011,25-05-2024,13500
pay000934,C005,10-09-2023,9700
PAY003211,C016,25-05-2024,3400
PAY003212,C019,25-05-2024,10100
PAY003213,C023,25-05-2024,13700
